video_id,channel_id,channel_name,title,published_at,view_count,like_count,comment_count,duration
zStpODeqGNI,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,母親節 有人幫！嚴選5份令媽媽崩潰的禮物！｜開箱實測自動炒餸機！AI煮的XO醬炒牛肉能吃嗎？｜母親節禮物推薦 最平$40有交易｜Bowtie自願醫保 送俾媽媽有咩好？｜#母親節 #禮物 #Bowtie,2024-05-10T12:27:50Z,740,32.0,7.0,654
m0ctjF17UuY,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,漏報病歷或者健康狀況可能會影響份保單，最嚴重可以被取消保單！咁如果成功投保之後先發現自己真係漏報咗病歷，應該點樣做？#自願醫保 #保險 #保單 #漏報病歷 #申報病歷 #醫健通 #Bowtie,2024-05-09T11:13:03Z,290,3.0,1.0,60
yH_ISiGobTc,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,可能大家喺準備買保險嘅時候，都會有好多疑問：究竟申報健康狀況，要報得有幾詳細？有咩病歷需要報、有咩情況唔使報？漏報病歷又會有咩後果？#自願醫保 #申報病歷 #健康狀況 #醫療保險 #Bowtie,2024-05-08T12:02:02Z,317,5.0,3.0,46
LYBOS2CVEEI,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,保險陷阱！漏報病歷Claim唔到？最嚴重可能會被取消保單！｜自願醫保申報健康狀況 要報得幾詳細？｜忘記病歷？ 一個方法幫到你！｜ 診所病歷、傷風感冒都要報？｜#申報病歷 #自願醫保 #Bowtie,2024-05-08T11:42:55Z,8439,196.0,29.0,552
KRhNYi40uUs,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,有冇聽過呢啲奇怪問題：「如果牛奶倒晒落海，點拎番返嚟？」SON 姐話，原來呢啲奇怪問題，係想測試應徵者思維同應變能力！SON 姐仲話，如果公司設計奇怪問題，已反映內部文化可能唔啱你，根本就唔值得應徵！,2024-05-06T10:00:17Z,1048,20.0,0.0,59
2dIiWUiUdBg,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,每次搭車，見到司機邊揸車邊捉小精靈邊覆訊息⋯⋯真係 Touch Wood，好彩無事落到車咋🪵再見到司機撳電話📱記得講「咁鍾意撳，返屋企撳份意外保啦」#Bowtie #觸木保 #特技效果 #切勿模仿,2024-05-06T05:00:01Z,151,4.0,1.0,23
yXbewAlEpAs,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,SON 姐分享咗一個超荒謬嘅求職經歷！原本應徵嘅職位係阿A，但嚟到面試竟然係阿B？更誇張嘅係，當阿B真係返工報到時，竟然變咗做阿C？做 HR 嘅真係無計可施啦！呢啲奇怪求職者你又遇過未呢？,2024-05-05T10:00:42Z,272,5.0,0.0,59
gTW2_RvHe3A,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,打工仔求職最怕，就梗係被 HR 壓價啦！但原來壓價嘅人，往往係公司老闆同部門主管？目的就係想慳錢請多個人？唔通 HR 真係好嘢冇份，死貓就係咁食？ #HR #求職 #職場 #打工仔 #bowtie,2024-05-04T10:00:29Z,200,2.0,0.0,58
7jurEAe7sNo,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,究竟 HR 做嘢到底需唔需要用腦？SON 姐話，原來 HR 約個面試都要來回好幾次，仲要決定面試時間，同老闆傾薪金待遇，真係好麻煩㗎！快啲聽 SON 姐分享！#HR #面試 #打工仔 #Bowtie,2024-05-03T10:00:12Z,981,13.0,0.0,59
ZIUKhnnIzKA,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,真人真事！明明 CV 寫咗 expected salary，點知 HR 都問佢肯唔肯調低少少？唔通 HR 就係想請廉價勞工？定係公司 budget 唔夠？聽下職場女王 SON 姐點講！#打工仔 #HR,2024-05-02T10:00:35Z,763,17.0,0.0,57
sRP7Blh-atY,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,5月1號就係打工仔嘅假期－勞動節！今集 Bowtie 唔講保險，請來職場女神兼獵頭CEO Son 姐，為大家逐一解答一班打工仔對 HR 種種攻擊！#HR #職場攻略 #面試 #打工仔 #Bowtie,2024-04-30T12:48:35Z,353,6.0,0.0,46
Hpw6Y7_JVpM,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,打工仔：HR都係垃圾！職場女王SON姐逐條反駁！｜HR壓價有指標？見工遇奇怪問題要咁答！｜SON姐分享新同事大癲頂包故事！｜#SON姐 #職場女王 #HR #人力資源 #Bowtie,2024-04-30T12:46:08Z,76280,1478.0,72.0,718
biuxGYaVCso,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,生蛇咁得人驚，除咗因為有人形容生蛇痛過生仔之外，更恐怖嘅係傳說生蛇圍繞身體一圈就會死！但更恐怖嘅係生蛇仲可能會有嚴重併發症㗎！#生蛇 #生蛇併發症 #生蛇症狀 #帶狀疱疹 #投文自醫 #Bowtie,2024-04-25T10:00:36Z,1504,12.0,1.0,49
fzrX9RkqYMM,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,生蛇 同其他皮膚病、出紅疹有咩分別？生蛇同水痘又有咩關係呢？由我哋首席醫務總監Jacky主持嘅新節目《投文自醫》第一集就同大家講下 生蛇～！#生蛇 #帶狀疱疹病毒 #水痘 #投文自醫 #Bowtie,2024-04-23T12:10:57Z,2539,34.0,1.0,55
JMFIBksU5DA,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,生蛇 Q&A｜生蛇圍一圈會死？把握治療生蛇黃金72小時！｜生蛇3大嚴重併發症：腦膜炎、失明、失聰｜3個部位出紅疹 可能係生蛇警號！｜3類人最易生蛇｜#生蛇 #帶狀疱疹 #投文自醫 #Bowtie,2024-04-23T11:34:24Z,17166,406.0,8.0,385
4xCd9gyfWi0,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,好多統計數字都話俾我哋知，女性比男性長壽，但係點解買醫療保險嘅時候，女性嘅保費又會比男性貴呢？#女性醫保 #醫療保險 #醫保 #保費 #醫療費用 #人壽 #人壽保 #人壽保險 #Bowtie,2024-04-19T10:30:01Z,208,7.0,1.0,52
mtlnGBAilbI,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,講起中年女性癌症死亡率，大家可能都以為子宮頸癌係最大癌症殺手，但係原來腸癌嘅死亡數字比子宮頸癌更高，隨住年紀越大，死亡數字更加追上乳腺癌！#腸癌 #大腸癌 #直腸癌 #子宮頸癌 #癌症 #Bowtie,2024-04-18T10:00:43Z,277,7.0,1.0,54
Dfr8haZsjKs,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,睇返香港2012-2022嘅死亡數據，唔同年齡層、不論男女，都有死於心血管或者腦血管疾病嘅危機！究竟點解血管疾病咁致命？#心臟病 #腦中風 #血管 #血壓 #三高 #疾病 #健康 #Bowtie,2024-04-17T12:06:57Z,251,13.0,1.0,56
cckkSg3fVUs,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,腸癌 成中年女性第3大疾病死因 比子宮頸癌更致命｜絕密教學 一招計算各大疾病死亡率秘技！90%人不知道的高血壓真相｜男人都會患乳癌？｜女性醫療保費較貴？｜#心血管健康 #高血壓 #腸癌 #Bowtie,2024-04-17T11:33:21Z,757,30.0,3.0,589
_y000-Yhgt8,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,【Bowtie 危疾保平啲？點解會咁嘅？】同 level 嘅危疾保，Bowtie 個份平啲！因為Bowtie 無中介，唔收佣金，保費自然平！#Bowtie #危疾 #危疾保 #危疾保險,2024-04-17T09:11:40Z,170813,9.0,0.0,29
tJsAN0aOeTY,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,裝修工人成日接觸到新造傢俬同埋裝修材料釋放出嚟嘅甲醛，究竟對買保險有冇影響呢？#甲醛 #裝修 #裝修工人 #石棉 #石棉工人 #肺癌 #風險 #保費 #保險 #Bowtie,2024-04-12T10:00:45Z,109,5.0,1.0,58
qzdFmAbe1oE,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,甲醛 已經被世界衛生組織（WHO）公告列為一級致癌物，吸入高濃度嘅甲醛，有機會導致鼻咽癌、血癌、胃癌、大腸癌，咁除咗除甲醛之外，仲有咩方法可以避開呢個患癌風險呢？#甲醛 #致癌 #癌症 #Bowtie,2024-04-11T10:00:46Z,399,5.0,1.0,55
fs61XYWIumo,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,甲醛輕則引起敏感反應，嚴重起嚟會中毒甚至致癌！而且原來食物同衣物入面都可能有甲醛，唔通甲醛真係防不勝防？#甲醛 #一級致癌物 #致癌 #致敏 #敏感 #皮膚敏感 #化學物質 #炎症 #Bowtie,2024-04-10T13:00:37Z,241,6.0,1.0,60
vBJZoPOJuHU,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,【周處除甲醛！】一提到新屋同埋裝修，大家99.9%會諗起嘅 —— 一定係甲醛！木製傢俬？有！油漆？有！牆紙？都有！甲醛有害，仲要除極都有！究竟有咩方法可以安全有效除甲醛？#甲醛 #除甲醛 #去甲醛方法,2024-04-09T11:00:57Z,3823,30.0,1.0,60
lX-5eGsFXR4,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,除甲醛｜甲醛淨化劑有冇用？ 實測5個DIY去甲醛方法｜甲醛可引致鼻咽癌、血癌、胃癌、大腸癌！孕婦有機會流產？｜零甲醛傢俬係最大騙局？淘寶傢俬隨時可致癌？｜#甲醛 #致癌 #Bowtie,2024-04-09T10:30:17Z,9233,84.0,3.0,537
gXAscrtrf6I,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,【THE 9 TAKE － 保泰純人壽呈獻】老闆話要唱好純人壽⋯⋯！喂！#有人幫無人唱 交畀AI唱啦好嘛？(PS：真係拍咗9個take）#Bowtie #保險 #人壽保 #有人幫無人Sell,2024-04-08T10:00:28Z,160,11.0,1.0,60
-MeZjk1aYw0,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,如果有親人離世，辦理保險索價有咩程序？#生前規劃 #身後事 #喪禮 #葬禮 #喪禮價錢 #喪禮預算 #殯儀 #保險 #遺產 #遺產承辦紙 #人壽保險 #索償 #殮葬 #當我離開以後 #Bowtie,2024-04-05T08:30:00Z,2997,10.0,1.0,55
bhGhnTGPyYA,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,對於身後事，好多人可能會好避忌、唔想諗亦唔想講，但係及早知多啲、及早生前規劃，到日後有需要嗰陣，家人就唔使咁無助喇🫶🏻 #身後事 #殯儀 #喪禮 #葬禮 #生前規劃 #死亡證 #遺產 #Bowtie,2024-04-03T14:15:18Z,4213,13.0,1.0,60
KJkICTlD2RY,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,殯儀統籌師拆解都市傳說｜殮房工作過才知道的事：原來法醫會食呢樣嘢！遺體幾耐會開始腐爛？老人家孤獨可致命？｜辦身後事禁忌及注意事項｜喪禮價錢預算｜#生前規劃 #殯儀 #破地獄 #生死教育 #Bowtie,2024-04-03T13:37:14Z,12298,198.0,23.0,719
ZB7eLLffwAc,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,【咖喱 x Bowtie】講起肺炎，你會諗起COVID-19？其實由肺炎球菌引起嘅入侵性肺炎都好得人驚！除咗老人家同小朋友呢啲高危群組之外，同咖喱一樣鍾意周圍飛去旅行嘅你都要小心中招呀！#肺炎,2024-03-29T08:00:18Z,253,12.0,2.0,51
v8zSER5oKQk,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,咖喱 x Bowtie｜肺炎每年奪過萬條⼈命｜肺炎、肺癆、肺癌有沒有關係？｜肺炎球菌疫苗可預防新冠肺炎？｜哪類人士更易感染肺炎球菌？ 一半患者康復後有後遺症｜#肺炎球菌疫苗 #肺炎球菌 #Bowtie,2024-03-28T11:39:57Z,300265,78.0,10.0,531
9Suhf0oYw6w,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,@mingjai14 作為一個咁出色嘅男人！竟然都有中年危機？！#不正常人類 #中年危機 #40歲 #打工仔 #家庭負擔 #財政壓力 #健康 #香港醫療系統 #公立醫院 #Ming仔 #Bowtie,2024-03-26T11:11:32Z,23948,181.0,1.0,60
uDzMvVZahXc,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,#Ming仔 【40歲】我如何面對中年危機❓｜44歲後月入中位數一直下降｜香港醫療邁向崩潰爆煲將成南韓2.0？｜中年健康問題：癌症、心血管疾病、糖尿病｜#不正常人類 #中年危機  @mingjai14,2024-03-26T10:30:29Z,2330,54.0,10.0,453
RRuhKkIiMOE,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,發炎會演變成癌症？咁喉嚨發炎、眼睛發炎、牙肉發炎咪好大件事？！😱 即刻聽下莫樹錦教授點樣講先！#炎症 #癌症 #發炎 #慢性發炎 #致癌 #癌細胞 #癌變 #腫瘤專家 #莫樹錦教授 #Bowtie,2024-03-20T10:00:18Z,1226,34.0,0.0,54
laCZ4HIKOiA,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,莫樹錦 防癌攻略 Q&A｜腫瘤專家莫樹錦教授：生活中如何預防癌症？｜打邊爐會致癌？｜慢性發炎是癌症先兆？｜增強免疫力可以預防癌症？｜#癌症 #預防癌症 #防癌 #致癌 #炎症 #莫樹錦 #Bowtie,2024-03-19T10:30:14Z,263349,6740.0,153.0,381
BJJQ4fmh9F8,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,增強免疫力就係健康密碼？仲可以預防癌症？嚟到第3集，莫樹錦教授會同大家分享一啲日常防癌小知識！#免疫力 #癌症 #癌細胞 #Cancer #預防癌症 #防癌 #腫瘤專家 #莫樹錦教授 #Bowtie,2024-03-19T10:30:03Z,1075,33.0,1.0,54
k5Uuc2i-HdM,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,網絡傳聞：生痔瘡會變大腸癌？食煙可以預防大腸癌？與其估下估下，不如聽吓莫樹錦教授點樣講啦！#痔瘡 #大腸癌 #肛門 #直腸 #癌症 #患癌風險 #吸煙 #心臟病 #肺癌 #莫樹錦 #Bowtie,2024-03-16T04:00:20Z,402,8.0,0.0,30
Siepf1BBRfY,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,肺癌權威莫樹錦教授話你知！邊3類人最易患癌？原來就算唔煙唔酒，都可以係患癌嘅高危族群！#癌症 #患癌風險 #高危因素 #癌症風險 #吸煙 #肺癌 #癌細胞 #大腸癌 #Bowtie,2024-03-15T05:30:06Z,2277,47.0,0.0,50
8cW_I9e7OXQ,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,莫樹錦 癌症風險 Q&A｜腫瘤專家莫樹錦教授：3類人最容易患癌！｜血小板升高、白血球值異常 係癌症警號？｜驗血、驗癌症指數 可以篩查到癌症？｜生痔瘡會變大腸癌？｜#癌症 #癌症篩查 #Bowtie,2024-03-15T05:30:02Z,270357,4796.0,50.0,292
T7Z5cMBLL50,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,癌症篩查 基因測試有冇用？有癌症基因，係咪一定會生cancer？#癌症篩查 #癌症篩查 #癌症篩檢 #癌症檢查 #基因測試 #癌症 #癌症基因 #DNA #乳癌 #肺癌 #莫樹錦 #Bowtie,2024-03-13T10:30:10Z,909,19.0,0.0,60
OwoQrNZhxyw,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,莫樹錦 癌症篩查 Q&A｜腫瘤專家莫樹錦教授：肺癌防不勝防！｜癌症基因就一定生Cancer？｜香港常見癌症 大腸癌篩檢方法：照腸鏡 vs 大便隱血測試｜及早發現癌症 可以慳幾多醫藥費？｜#癌症,2024-03-12T10:30:14Z,54303,1641.0,23.0,394
RkzJndchzmI,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,癌症篩查 應該幾時做？定期做？定係有病徵先做？我哋一齊聽吓香港腫瘤學の巨人莫樹錦醫生點樣講～ #癌症篩查 #癌症篩檢 #癌症檢查 #癌症 #癌細胞 #Cancer #早期癌症 #莫樹錦 #Bowtie,2024-03-12T10:30:09Z,2711,88.0,0.0,59
9PMlxve8M1s,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,實測！幽門螺旋菌吹氣測試！唔使照胃鏡，一樣有測試可以check到幽門螺旋菌！咁就唔使驚照胃鏡，又唔使估估吓自己有冇中幽門螺旋菌啦！#幽門螺旋菌 #幽門螺旋菌吹氣測試 #胃癌 #照胃鏡 #Bowtie,2024-03-11T13:00:08Z,18533,22.0,1.0,59
E0RoSaGn3-0,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,照胃鏡話晒都係一個小手術，亦唔係人人都適合做，咁仲有啲咩方法可以check到幽門螺旋菌呢？#照胃鏡 #胃鏡檢查 #幽門螺旋菌 #胃痛 #胃潰瘍 #胃癌 #保險 #自願醫保 #Bowtie,2024-03-11T10:32:40Z,4534,13.0,1.0,38
SvYnb6z2P80,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,【 撳 3 下 直接報價⚡️】自己時間自己就？Bowtie 網上極速投保⚡️ #Bowtie #自願醫保 #VHIS #bowtie自願醫保 #醫療保險 #網上保險 #扣稅,2024-03-08T10:43:45Z,150489,133.0,0.0,28
OFKGSBhKMHI,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,胃痛 胃癌 Q&A｜幽門螺旋菌 增患胃癌風險 半數香港人中招！｜胃癌最大元凶 易擴散存活率低｜照胃鏡外檢測及預防幽門螺旋菌的方法｜即食麵可增患胃癌風險？｜#胃癌 #幽門螺旋菌 #Bowtie,2024-03-07T10:00:20Z,6100,125.0,15.0,491
nQR5-UkO-W8,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,照胃鏡 保險有冇得claim？索償嘅時候有咩要注意？留意片入面提及嘅4大重點！就自然claim到保險啦！#照胃鏡 #胃鏡檢查 #保險 #自願醫保 #公司醫保 #保險 #Claim保險 #Bowtie,2024-03-06T10:00:38Z,242109,614.0,1.0,60
Jiv5PiA8CiM,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,照胃鏡痛唔痛？胃鏡檢查嘅過程係點？照胃鏡到底係清醒定係麻醉？胃鏡過程會唔會好想嘔？睇完呢條片，就可以解答到你心中嘅疑問喇！#照胃鏡 #幽門螺旋菌 #胃潰瘍 #胃癌 #胃炎 #胃痛 #Bowtie,2024-03-05T10:00:14Z,1052,13.0,1.0,59
CuGeMzaFCpo,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,【 點解會咁嘅？ 梗係用咗 Bowtie 啦！】同 level 嘅自願醫保，Bowtie 嗰份平啲！因為Bowtie 無中介，唔收佣金，保費自然平🥰～ #Bowtie #自願醫保,2024-03-05T04:41:11Z,1207658,7997.0,0.0,31
wVxlepArUk8,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,胃痛原因有好多種！胃潰瘍？胃炎？消化不良？胃酸過多？最嚴重嘅可以係胃癌！所以胃痛真係要及早求醫！唔好求其食粒胃藥就算啊！#胃痛 #胃癌 #胃潰瘍 #胃炎 #胃酸過多 #消化不良 #街訪 #Bowtie,2024-03-04T10:00:40Z,918,7.0,1.0,60
lINeW-KP9V0,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,【💰想 Claim 錢？有索償服務顧問幫你手！】,2024-03-01T06:11:12Z,95,2.0,0.0,31
owOwCugW4Hg,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,【💰想 Claim 錢？有索償服務顧問幫你手！】,2024-03-01T04:01:10Z,2163053,255.0,0.0,30
zyzjsnMM9Tw,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,照胃鏡 初體驗！胃鏡檢查過程全公開！｜胃痛原因：胃癌？胃潰瘍？胃炎？消化不良？胃酸過多？｜幽門螺旋菌可引致胃癌！｜照胃鏡 保險有冇得claim？｜#照胃鏡 #胃痛 #胃潰瘍 #胃癌 #Bowtie,2024-02-27T12:30:42Z,30108,391.0,25.0,733
-TNcsPzoIi4,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,Bowtie #公司醫保 @TreeholeHK  選用 Bowtie 升級員工福利的 3 個理由｜選擇 Bowtie 因與時並進、貼地、可靠｜確保同事獲得全面健康支援 #員工福利 #bowtie保險,2024-02-23T08:57:02Z,166818,17.0,0.0,319
v0N0FQ6vF8g,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,Bowtie #公司醫保 Prenetics 為何轉用 Bowtie 公司保險｜選擇 Bowtie 公司醫保只因計劃全面，經濟實惠｜Bowtie 醫療保險服務多元，確保同事獲得全面健康支援 #員工福利,2024-02-22T03:26:17Z,84492,19.0,0.0,383
q31Xka3UDNw,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,用利是錢儲教育基金？｜利是公價係幾多？開工𢭃利是夠去日本旅行!｜利是錢好污糟 小朋友唔掂得？｜憑實力𢭃返嚟嘅利是 點解要俾阿媽？｜#2024 #龍年 #農曆新年 #利是 #理財 #Bowtie #街訪,2024-02-15T13:30:19Z,532,24.0,1.0,470
D3OtLw8cUSQ,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,打牌做大贏家就固然開心，但係守得住唔出沖都係一門學問！#保障自己的重要性 Bowtie祝大家身體健康🫶🏻保障充足🧧啱啱好，就係最好🫰🏻 #新年 #2024 #龍年 #保障 #身體健康 #bowtie,2024-02-10T09:30:04Z,63,1.0,1.0,27
3ZuwAx32SVw,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,買保險Claim唔到？所有不保事項，投保前必須注意！｜未知已有疾病 自願醫保都部分受保｜點解買保險要有不保事項？｜買完保險 不可以即刻claim？｜#保險 #Claim保險 #不保事項 #Bowtie,2024-02-08T13:00:03Z,7897,153.0,11.0,584
pxoO2jUNlXg,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,十三么、九子連環、十八羅漢，呢啲大牌可能一生人都食唔到一次！但係有2.8%嘅香港人會喺45歲前患上癌症⋯⋯ #麻雀 #十三么 #九子連環 #十八羅漢 #新年 #危疾保險 #醫療保險 #Bowtie,2024-02-08T09:30:16Z,110231,10.0,1.0,55
Y0oZzsqBgCs,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,龍年就到喇！大家去拜年會唔會打麻雀？又知唔知打邊隻牌最易出沖呢～？😎 #新年 #農曆新年 #龍年 #2024 #身體健康 #出入平安 #保障充足 #麻雀 #麻將 #bowtie保險 #bowtie,2024-02-07T09:30:16Z,108527,6.0,1.0,42
gERuVli2N0c,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,天文台預料由年廿八開始 氣溫會逐步下降，到年三十晚最低12度🥶！等我哋同大家分享一個冷笑話，幫大家早啲習慣寒冷天氣！兼同大家拜個早年啦！🤣 #冷笑話 #新年 #身體健康 #笑口常開 #bowtie,2024-02-06T09:30:13Z,91,12.0,1.0,33
RkyNIiwGwqs,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,醫療保險買得夠 就唔使再買危疾保險？#醫療保險 #醫保 #危疾保險 #危疾保 #醫療費用 #危疾保障 #早期危疾保障 #早期危疾 #自願醫保 #危疾 #癌症 #Bowtie保險 #Bowtie,2024-02-01T13:00:31Z,1464,16.0,0.0,55
XST3QCmQMuM,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,2024龍年十二生肖運程｜12生肖健康運完整版｜屬龍、屬鼠、屬兔 需特別注意健康問題！｜九運期間必須注意的健康問題：心、血、眼｜ft.陳定幫師傅｜#2024生肖運程 #流年運程 #Bowtie #4k,2024-01-31T13:00:33Z,53610,344.0,6.0,962
sC1nDjqHjJ4,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,如果不幸患上癌症，要用幾多錢？#癌症 #醫療費用 #標靶藥 #化療藥 #肺癌 #大腸癌 #乳癌 #前列腺癌 #肝癌 #胃癌 #危疾保險 #早期危疾保障 #保險 #Bowtie保險 #Bowtie,2024-01-30T13:00:46Z,80648,33.0,1.0,61
hM07j9T32qE,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,7老80先需要疾保險保障？其實45歲前都有機會患上癌症、中風等等危疾，仲要供車供樓供仔女讀書⋯⋯ #危疾 #癌症 #危疾保險 #早期危疾保障 #醫療保險 #中年危機 #Bowtie保險 #Bowtie,2024-01-29T13:00:40Z,307,6.0,1.0,44
JXaznASyJaI,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,香港結業潮 月供保險點算？｜經濟唔好，失業要Cut保單？｜儲蓄保險斷供 會有咩後果？｜不幸失業、破產 保險點部署？｜儲蓄保險提取紅利 必須留意的細節｜#醫療保險 #由治及興 #儲蓄保險 #Bowtie,2024-01-25T13:00:13Z,4054,107.0,4.0,548
UWlCO65yUic,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,成日聽人講話情緒病患者好難買保險？今次就同大家講吓人壽保壽點處樣理抑鬱症 #人壽 #人壽保險 #抑鬱症 #depression #情緒病 #抑鬱症治療 #精神科治療 #保險 #Bowtie保險,2024-01-24T10:00:30Z,412,5.0,1.0,59
DyA7LH9FA-c,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,自願醫保包唔包抑鬱症？患過抑鬱症又可唔可以買自願醫保？產後抑鬱又點處理？#自願醫保 #VHIS #抑鬱症 #depression #情緒病 #抑鬱症治療 #精神科治療 #保險 #Bowtie保險,2024-01-23T10:00:08Z,790,3.0,1.0,60
DTXyuJK2f7U,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,講起抑鬱症，好多人都有個疑問：抑鬱症究竟有冇得醫？其實只要得到適當嘅治癒，抑鬱症或者其他情緒病都可以痊癒！#抑鬱症 #情緒病 #抑鬱症治療 #情緒病 #depression #保險 #Bowtie保險,2024-01-22T13:00:14Z,534,6.0,1.0,37
nTUlNMwKBZE,UCD5Lx-3KCYZzCzGF2A60STg,Bowtie Insurance 保泰人壽,患癌症機會率係中六合彩七獎機會率兩倍！｜45歲前更加需要危疾保險｜咩係早期危疾保障？｜醫療保險、危疾保險點部署？｜買危疾前必睇Q&A｜#早期危疾 #自願醫保危疾 #危疾保險 #早期肺癌 #早期乳癌,2024-01-19T13:00:49Z,73906,101.0,15.0,720
